"uniqid","demfirst","repfirst","female","gender","state","age","educ","race","hispanic","region","pid7","pid3","demrich","demrel","demrace","demsex","demage","demeduc","dememploy","demunion","reprich","reprel","reprace","repsex","repage","repeduc","repemploy","repunion","reprich1","reprel1","reprace1","repsex1","repage1","repeduc1","repemploy1","repunion1","demrich1","demrel1","demrace1","demsex1","demage1","demeduc1","dememploy1","demunion1"
"R_8He2Wg8ktKHhYr3",NA,1,"TRUE","Female","Pennsylvania","30-49","Bachelor's degree","White/Caucasian","FALSE","northeast","2","Democrat","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","College educated","Employed","Union Member"
"R_9WZh4Mu7YiGjY3P",NA,1,"TRUE","Female","Wisconsin","30-49","Bachelor's degree","White/Caucasian","FALSE","midwest","2","Democrat","","","","","","","","","","","","","","","","","Rich","Born-again/Evangelical Christian","White","Man","50+","College Educated","Employed","Not a Union Member","Middle class","Something else","White","Woman","36-50","College educated","Employed","Union Member"
"R_b6ZDuA7UzsfWMFn",NA,1,"FALSE","Male","Oklahoma","30-49","Bachelor's degree","More than one race","TRUE","south","2","Democrat","","","","","","","","","","","","","","","","","Middle class","Born-again/Evangelical Christian","White","Man","18-35","College Educated","Employed","Not a Union Member","Middle class","Atheist or agnostic","White","Woman","36-50","College educated","Employed","Not a Union Member"
"R_0lBHlIMwY00IEER",NA,1,"FALSE","Male","Florida","50+","Bachelor's degree","White/Caucasian","FALSE","south","2","Democrat","","","","","","","","","","","","","","","","","Rich","Born-again/Evangelical Christian","White","Man","50+","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","College educated","Employed","Not a Union Member"
"R_8cOBsEl50Bqrqp7",1,NA,"FALSE","Male","Texas","30-49","Advanced degree","White/Caucasian","TRUE","south","4","Independent","Middle class","Something else","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_5bhVb5k57gRk5JX",NA,1,"TRUE","Female","Wisconsin","30-49","Advanced degree","White/Caucasian","FALSE","midwest","1","Democrat","","","","","","","","","","","","","","","","","Middle class","Born-again/Evangelical Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Woman","18-35","College educated","Employed","Not a Union Member"
"R_8nRJ7YXYIGCIKDX",1,NA,"TRUE","Female","Oklahoma","30-49","Some college","White/Caucasian","FALSE","south","1","Democrat","Middle class","Other Protestant Christian","Black or African-American","Woman","18-35","Never went to college","Employed","Union Member","Rich","Born-again/Evangelical Christian","White","Man","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_8oagVDi03d5g2tD",1,NA,"TRUE","Female","Kentucky","50+","High school degree or equivalent","White/Caucasian","FALSE","south","6","Republican","Middle class","Atheist or agnostic","White","Woman","36-50","Never went to college","Employed","Not a Union Member","Poor","Other Protestant Christian","White","Man","50+","College educated","Employed","Union member","","","","","","","","","","","","","","","",""
"R_6JPsKzmlsDM2oKh",1,NA,"FALSE","Male","Washington","30-49","Bachelor's degree","White/Caucasian","FALSE","west","3","Democrat","Middle class","Atheist or agnostic","White","Man","18-35","College Educated","Employed","Not a Union Member","Middle class","Born-again/Evangelical Christian","White","Man","36-50","Never went to college","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_e3ae5jaejr7tT5H",1,NA,"TRUE","Female","Florida","50+","Bachelor's degree","White/Caucasian","FALSE","south","1","Democrat","Middle class","Other Protestant Christian","White","Woman","18-35","College Educated","Employed","Not a Union Member","Middle class","Born-again/Evangelical Christian","White","Man","50+","Never went to college","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_3UvW8Pem6btz0SV",NA,1,"FALSE","Male","Illinois","30-49","Advanced degree","Asian","FALSE","midwest","1","Democrat","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Atheist or agnostic","White","Woman","18-35","College educated","Employed","Not a Union Member"
"R_bdxxoyJo3032RyR",NA,1,"TRUE","Female","New Mexico","30-49","Some college","White/Caucasian","FALSE","west","1","Democrat","","","","","","","","","","","","","","","","","Middle class","Born-again/Evangelical Christian","White","Man","36-50","Never went to college","Employed","Not a Union Member","Middle class","Atheist or agnostic","White","Woman","18-35","College educated","Employed","Not a Union Member"
"R_7V7e78fspMGHrdb",1,NA,"TRUE","Female","New York","30-49","Advanced degree","White/Caucasian","FALSE","northeast","6","Republican","Rich","Something else","White","Woman","36-50","College Educated","Employed","Union Member","Middle class","Catholic","White","Man","36-50","College educated","Employed","Union member","","","","","","","","","","","","","","","",""
"R_25iQMtz6pAXBVZP",1,NA,"FALSE","Male","Tennessee","50+","Some college","White/Caucasian","FALSE","south","1","Democrat","Middle class","Other Protestant Christian","White","Woman","36-50","College Educated","Employed","Not a Union Member","Middle class","Born-again/Evangelical Christian","White","Man","50+","Never went to college","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_cFT8HljWWEAYjkx",NA,1,"FALSE","Male","Washington","30-49","Bachelor's degree","White/Caucasian","FALSE","west","1","Democrat","","","","","","","","","","","","","","","","","Middle class","Born-again/Evangelical Christian","White","Man","50+","Never went to college","Employed","Not a Union Member","Middle class","Atheist or agnostic","White","Woman","36-50","College educated","Employed","Union Member"
"R_6DtFcmp8gK7ywct",1,NA,"TRUE","Female","California","30-49","Bachelor's degree","White/Caucasian","FALSE","west","2","Democrat","Middle class","Other Protestant Christian","White","Man","50+","College Educated","Employed","Not a Union Member","Rich","Born-again/Evangelical Christian","White","Woman","50+","Never went to college","Unemployed","Not a union member","","","","","","","","","","","","","","","",""
"R_esvv9ssUm76Qfv7",1,NA,"TRUE","Female","Florida","50+","Bachelor's degree","White/Caucasian","FALSE","south","2","Democrat","Middle class","Other Protestant Christian","White","Woman","36-50","College Educated","Employed","Not a Union Member","Middle class","Born-again/Evangelical Christian","White","Man","50+","Never went to college","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_0qgeBm6QvZzNkxf",NA,1,"TRUE","Female","Washington","30-49","Bachelor's degree","White/Caucasian","FALSE","west","6","Republican","","","","","","","","","","","","","","","","","Middle class","Born-again/Evangelical Christian","White","Woman","36-50","College Educated","Employed","Not a Union Member","Rich","Other Protestant Christian","White","Man","50+","College educated","Employed","Not a Union Member"
"R_9yu72TbMHI1ZPc9",NA,1,"FALSE","Male","Florida","30-49","Some college","White/Caucasian","FALSE","south","3","Democrat","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Poor","Atheist or agnostic","White","Woman","18-35","College educated","Unemployed","Not a Union Member"
"R_1YRfDgzqf1d7CXb",1,NA,"TRUE","Female","Minnesota","50+","High school degree or equivalent","White/Caucasian","FALSE","midwest","2","Democrat","Middle class","Catholic","Black or African-American","Woman","36-50","Never went to college","Employed","Not a Union Member","Rich","Born-again/Evangelical Christian","White","Man","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_3Re7ProzVwjjUZD",NA,1,"FALSE","Male","Texas","50+","Some college","White/Caucasian","FALSE","south","4","Independent","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","50+","Never went to college","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","College educated","Employed","Not a Union Member"
"R_0fkCwAbDHjsmaJD",NA,1,"TRUE","Female","Virginia","30-49","Bachelor's degree","White/Caucasian","FALSE","south","5","Republican","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Woman","36-50","College Educated","Employed","Not a Union Member","Middle class","Atheist or agnostic","White","Woman","18-35","Never went to college","Employed","Not a Union Member"
"R_8kOqYUMex1Nlutv",NA,1,"TRUE","Female","Florida","30-49","Bachelor's degree","Black/African American","FALSE","south","7","Republican","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","Black or African-American","Man","36-50","College Educated","Employed","Union Member","Rich","Other Protestant Christian","White","Man","36-50","College educated","Employed","Union Member"
"R_d5zAo1VtB3lGqXj",1,NA,"FALSE","Male","Texas","30-49","Bachelor's degree","Black/African American","FALSE","south","1","Democrat","Middle class","Other Protestant Christian","White","Woman","18-35","College Educated","Employed","Union Member","Middle class","Born-again/Evangelical Christian","White","Man","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_4ImTva32Byl3SNT",NA,NA,"FALSE","Male","New York","30-49","Advanced degree","White/Caucasian","FALSE","northeast","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_77FUGYbyXjP3rOB",NA,1,"TRUE","Female","Pennsylvania","50+","Bachelor's degree","White/Caucasian","TRUE","northeast","1","Democrat","","","","","","","","","","","","","","","","","Middle class","Catholic","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","Black or African-American","Woman","18-35","College educated","Unemployed","Union Member"
"R_cusktYHXvlRkgYd",NA,1,"TRUE","Female","Texas","50+","High school degree or equivalent","White/Caucasian","TRUE","south","1","Democrat","","","","","","","","","","","","","","","","","Rich","Catholic","White","Man","50+","College Educated","Employed","Not a Union Member","Rich","Other Protestant Christian","White","Man","50+","College educated","Employed","Not a Union Member"
"R_2bNrNYWxyquFHO5",1,NA,"FALSE","Male","California","50+","Bachelor's degree","White/Caucasian","FALSE","west","1","Democrat","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_aWtlABP4QvFJSBf",NA,1,"FALSE","Male","Texas","50+","Some college","Native American or Alaska Native","TRUE","south","5","Republican","","","","","","","","","","","","","","","","","Rich","Born-again/Evangelical Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Catholic","Black or African-American","Man","36-50","Never went to college","Employed","Not a Union Member"
"R_0CK70c1idkU5Wpn",1,NA,"TRUE","Female","Ohio","50+","Advanced degree","White/Caucasian","FALSE","midwest","6","Republican","Poor","Atheist or agnostic","Black or African-American","Woman","36-50","Never went to college","Unemployed","Union Member","Middle class","Born-again/Evangelical Christian","White","Woman","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_3rNT3dl4KGCMMKx",NA,1,"TRUE","Female","Massachusetts","50+","Some college","White/Caucasian","FALSE","northeast","3","Democrat","","","","","","","","","","","","","","","","","Rich","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Catholic","White","Woman","50+","Never went to college","Unemployed","Union Member"
"R_9vHoYYpOzRs3noN",NA,1,"TRUE","Female","Florida","50+","Some college","White/Caucasian","FALSE","south","2","Democrat","","","","","","","","","","","","","","","","","Middle class","Born-again/Evangelical Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Catholic","Black or African-American","Woman","50+","College educated","Unemployed","Not a Union Member"
"R_d5tJ4z54hD1PYdT",1,NA,"TRUE","Female","Kentucky","50+","Bachelor's degree","White/Caucasian","FALSE","south","2","Democrat","Middle class","Other Protestant Christian","White","Woman","36-50","College Educated","Employed","Not a Union Member","Rich","Catholic","White","Man","36-50","College educated","Employed","Union member","","","","","","","","","","","","","","","",""
"R_2a9I1dBPa5uEaVL",NA,1,"FALSE","Male","Arizona","50+","Advanced degree","White/Caucasian","FALSE","west","5","Republican","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Rich","Jewish","White","Woman","50+","Never went to college","Unemployed","Union Member"
"R_5tjcEF7zRecCEsJ",1,NA,"FALSE","Male","Ohio","50+","Advanced degree","White/Caucasian","FALSE","midwest","7","Republican","Rich","Jewish","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Catholic","White","Man","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_6u2wiDiUfN6OOc5",1,NA,"TRUE","Female","Florida","50+","Bachelor's degree","White/Caucasian","FALSE","south","3","Democrat","Rich","Jewish","White","Woman","50+","College Educated","Employed","Not a Union Member","Rich","Born-again/Evangelical Christian","White","Man","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_bOR2AQn5jFh45x3",1,NA,"TRUE","Female","California","50+","Some college","White/Caucasian","FALSE","west","1","Democrat","Middle class","Catholic","Black or African-American","Woman","36-50","College Educated","Employed","Not a Union Member","Rich","Born-again/Evangelical Christian","White","Man","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_0Jygktn9nvhid0h",NA,1,"TRUE","Female","North Carolina","50+","Bachelor's degree","White/Caucasian","FALSE","south","6","Republican","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","Never went to college","Employed","Not a Union Member"
"R_6XS6yNxo92tsFY9",1,NA,"TRUE","Female","New York","50+","Bachelor's degree","White/Caucasian","FALSE","northeast","3","Democrat","Middle class","Other Protestant Christian","White","Woman","36-50","College Educated","Employed","Union Member","Rich","Born-again/Evangelical Christian","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_ddoZEP7RhmB1e2F",NA,1,"TRUE","Female","Georgia","50+","Bachelor's degree","White/Caucasian","FALSE","south","2","Democrat","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","50+","College educated","Employed","Not a Union Member"
"R_eWY3sq8rn1Z91Hf",NA,1,"TRUE","Female","Minnesota","50+","Some college","White/Caucasian","FALSE","midwest","1","Democrat","","","","","","","","","","","","","","","","","Middle class","Born-again/Evangelical Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Woman","18-35","College educated","Employed","Union Member"
"R_0P0nxoNt2CGoPWJ",NA,1,"FALSE","Male","Missouri","50+","Bachelor's degree","White/Caucasian","FALSE","midwest","3","Democrat","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","Never went to college","Employed","Not a Union Member","Middle class","Other Protestant Christian","Black or African-American","Woman","18-35","College educated","Unemployed","Not a Union Member"
"R_bEEL9IJ4a23Eh2R",1,NA,"TRUE","Female","Arizona","50+","Some college","White/Caucasian","FALSE","west","2","Democrat","Middle class","Catholic","White","Woman","36-50","College Educated","Employed","Not a Union Member","Middle class","Catholic","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_3Jls5o3SndT0jKB",1,NA,"TRUE","Female","Massachusetts","50+","Bachelor's degree","White/Caucasian","FALSE","northeast","1","Democrat","Middle class","Catholic","White","Man","36-50","Never went to college","Unemployed","Union Member","Rich","Other Protestant Christian","White","Woman","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_6zlFJFrcMjc2R49",NA,1,"TRUE","Female","Virginia","50+","Some college","White/Caucasian","TRUE","south","7","Republican","","","","","","","","","","","","","","","","","Rich","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Born-again/Evangelical Christian","Black or African-American","Woman","50+","Never went to college","Employed","Union Member"
"R_6nAIPWPxzkyLvy5",NA,1,"TRUE","Female","Oregon","50+","Advanced degree","White/Caucasian","FALSE","west","1","Democrat","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","50+","College Educated","Employed","Not a Union Member","Middle class","Atheist or agnostic","White","Woman","36-50","College educated","Employed","Not a Union Member"
"R_0AmrpoifQ7xTGmN",NA,1,"TRUE","Female","Texas","50+","Some college","White/Caucasian","FALSE","south","6","Republican","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Catholic","White","Woman","18-35","College educated","Employed","Union Member"
"R_02sTXr1ELgDOVQ9",1,NA,"FALSE","Male","Pennsylvania","50+","Bachelor's degree","White/Caucasian","FALSE","northeast","5","Republican","Middle class","Other Protestant Christian","White","Man","36-50","Never went to college","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","Never went to college","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_dgwDjU8NL7aqVxj",1,NA,"FALSE","Male","Wisconsin","50+","Advanced degree","White/Caucasian","FALSE","midwest","6","Republican","Middle class","Catholic","Black or African-American","Woman","18-35","Never went to college","Unemployed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_bNj0eN1zMW7qRil",NA,NA,"TRUE","Female","North Carolina","30-49","Some college","More than one race","FALSE","south","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_cAuVLukrIWuxewl",NA,1,"TRUE","Female","South Carolina","50+","High school degree or equivalent","Black/African American","FALSE","south","1","Democrat","","","","","","","","","","","","","","","","","Rich","Catholic","White","Woman","50+","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","50+","College educated","Employed","Not a Union Member"
"R_79FSntPmQkd7Z8F",1,NA,"TRUE","Female","Florida","50+","Some college","White/Caucasian","FALSE","south","3","Democrat","Middle class","Born-again/Evangelical Christian","White","Man","36-50","Never went to college","Employed","Not a Union Member","Rich","Other Protestant Christian","White","Woman","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_eqyjibVknDCGsYZ",NA,1,"FALSE","Male","New Hampshire","50+","Some college","White/Caucasian","FALSE","northeast","6","Republican","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","College educated","Employed","Not a Union Member"
"R_dm7aBColxX9oQBL",NA,NA,"TRUE","Female","Texas","18-29","Some college","White/Caucasian","FALSE","south","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_3CUgD4OnkkC7u6h",NA,1,"TRUE","Female","South Carolina","50+","High school degree or equivalent","Black/African American","TRUE","south","1","Democrat","","","","","","","","","","","","","","","","","Rich","Other Protestant Christian","White","Man","50+","College Educated","Employed","Union Member","Poor","Born-again/Evangelical Christian","Asian","Woman","36-50","Never went to college","Unemployed","Not a Union Member"
"R_d42DXce7UQDuzBz",NA,NA,"TRUE","Female","California","30-49","Bachelor's degree","White/Caucasian","FALSE","west","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_2hMvcNrQOibUqDr",NA,NA,"TRUE","Female","Illinois","50+","High school degree or equivalent","Black/African American","FALSE","midwest","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_3xxtrbSp2JgkDMF",1,NA,"TRUE","Female","Massachusetts","50+","High school degree or equivalent","White/Caucasian","FALSE","northeast","2","Democrat","Middle class","Catholic","White","Man","36-50","College Educated","Employed","Union Member","Rich","Born-again/Evangelical Christian","White","Man","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_5Bj8JYuodvu4sPX",1,NA,"TRUE","Female","Florida","50+","High school degree or equivalent","White/Caucasian","FALSE","south","2","Democrat","Middle class","Jewish","White","Woman","36-50","College Educated","Employed","Not a Union Member","Rich","Other Protestant Christian","White","Man","50+","Never went to college","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_0O0o8z7Zz4D7NXv",NA,1,"FALSE","Male","New York","50+","Bachelor's degree","White/Caucasian","FALSE","northeast","6","Republican","","","","","","","","","","","","","","","","","Middle class","Born-again/Evangelical Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Catholic","White","Woman","36-50","College educated","Employed","Not a Union Member"
"R_eS3IKpDuMXEyziJ",1,NA,"TRUE","Female","Texas","50+","High school degree or equivalent","White/Caucasian","FALSE","south","5","Republican","Middle class","Other Protestant Christian","Black or African-American","Man","36-50","Never went to college","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_9XB8dNQihgHK1rn",NA,1,"TRUE","Female","Louisiana","50+","Some college","White/Caucasian","FALSE","south","7","Republican","","","","","","","","","","","","","","","","","Rich","Other Protestant Christian","White","Man","50+","College Educated","Employed","Not a Union Member","Rich","Something else","White","Man","50+","College educated","Employed","Union Member"
"R_5d2Z8UGHQz6PfVP",NA,1,"TRUE","Female","New York","50+","Some college","White/Caucasian","FALSE","northeast","2","Democrat","","","","","","","","","","","","","","","","","Rich","Born-again/Evangelical Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Poor","Atheist or agnostic","White","Man","50+","College educated","Unemployed","Not a Union Member"
"R_cZ39QuHG3BDYPM9",NA,1,"TRUE","Female","Indiana","50+","Advanced degree","White/Caucasian","FALSE","midwest","2","Democrat","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Woman","36-50","Never went to college","Employed","Not a Union Member"
"R_eRup1JaRXE9sGHz",1,NA,"FALSE","Male","Texas","50+","Bachelor's degree","White/Caucasian","FALSE","south","5","Republican","Poor","Atheist or agnostic","Black or African-American","Woman","18-35","Never went to college","Unemployed","Union Member","Middle class","Born-again/Evangelical Christian","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_bOwAfIjx9BazLnL",NA,1,"TRUE","Female","Virginia","50+","Bachelor's degree","Black/African American","FALSE","south","1","Democrat","","","","","","","","","","","","","","","","","Rich","Born-again/Evangelical Christian","White","Man","50+","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","18-35","Never went to college","Employed","Union Member"
"R_8p3aq0fPZMwdrdX",NA,1,"TRUE","Female","South Dakota","50+","Bachelor's degree","White/Caucasian","FALSE","midwest","3","Democrat","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Woman","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","Black or African-American","Man","36-50","College educated","Employed","Not a Union Member"
"R_ey2EZj4MvT4HUz3",1,NA,"TRUE","Female","Louisiana","50+","Some college","White/Caucasian","FALSE","south","1","Democrat","Middle class","Other Protestant Christian","White","Woman","36-50","College Educated","Employed","Not a Union Member","Rich","Catholic","White","Man","36-50","Never went to college","Unemployed","Not a union member","","","","","","","","","","","","","","","",""
"R_3y0WczbKZ8hVKst",1,NA,"TRUE","Female","North Carolina","50+","Bachelor's degree","White/Caucasian","FALSE","south","1","Democrat","Middle class","Other Protestant Christian","White","Man","50+","College Educated","Employed","Not a Union Member","Rich","Born-again/Evangelical Christian","White","Man","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_8cPKKMrkqr5o6qh",NA,1,"TRUE","Female","Rhode Island","50+","Some college","White/Caucasian","FALSE","northeast","1","Democrat","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Woman","36-50","College educated","Employed","Not a Union Member"
"R_6x9o4Y6pk4Le7iJ",1,NA,"FALSE","Male","Pennsylvania","50+","Advanced degree","White/Caucasian","FALSE","northeast","2","Democrat","Middle class","Jewish","White","Man","36-50","College Educated","Employed","Union Member","Rich","Other Protestant Christian","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_e3b2sVwUNnRQqjj",1,NA,"TRUE","Female","Florida","50+","Advanced degree","White/Caucasian","FALSE","south","2","Democrat","Middle class","Catholic","White","Man","18-35","Never went to college","Employed","Not a Union Member","Middle class","Born-again/Evangelical Christian","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_bf68hjbJbIk0EXX",1,NA,"TRUE","Female","Minnesota","50+","Some college","White/Caucasian","FALSE","midwest","6","Republican","Poor","Born-again/Evangelical Christian","Black or African-American","Woman","18-35","Never went to college","Unemployed","Not a Union Member","Middle class","Other Protestant Christian","White","Woman","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_cx69x3Sj5fYFGpn",NA,1,"TRUE","Female","Minnesota","50+","Advanced degree","White/Caucasian","FALSE","midwest","1","Democrat","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","Never went to college","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Man","36-50","College educated","Employed","Not a Union Member"
"R_cFIMJL5pqcaz8gt",1,NA,"TRUE","Female","Missouri","50+","Bachelor's degree","Black/African American","FALSE","midwest","1","Democrat","Middle class","Something else","White","Man","36-50","College Educated","Employed","Not a Union Member","Rich","Other Protestant Christian","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_eFmCSwUlX26Sdy5",NA,1,"TRUE","Female","California","50+","Some college","White/Caucasian","FALSE","west","2","Democrat","","","","","","","","","","","","","","","","","Middle class","Other Protestant Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","White","Woman","18-35","Never went to college","Employed","Not a Union Member"
"R_dm2NxXyFCXOYaJT",1,NA,"TRUE","Female","Florida","50+","Bachelor's degree","White/Caucasian","FALSE","south","2","Democrat","Poor","Other Protestant Christian","White","Woman","50+","College Educated","Employed","Not a Union Member","Rich","Catholic","White","Man","36-50","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_etUImMx7D66pr6J",1,NA,"TRUE","Female","West Virginia","50+","High school degree or equivalent","White/Caucasian","FALSE","south","5","Republican","Middle class","Other Protestant Christian","White","Woman","36-50","College Educated","Employed","Not a Union Member","Middle class","Born-again/Evangelical Christian","White","Man","50+","College educated","Employed","Not a union member","","","","","","","","","","","","","","","",""
"R_aYqubBN8iU7szat",NA,1,"TRUE","Female","California","50+","Some college","More than one race","FALSE","west","6","Republican","","","","","","","","","","","","","","","","","Middle class","Born-again/Evangelical Christian","White","Man","50+","College Educated","Employed","Not a Union Member","Middle class","Atheist or agnostic","White","Man","36-50","College educated","Employed","Union Member"
"R_6FszTxUNqrZtfi5",NA,1,"FALSE","Male","Illinois","50+","Some college","White/Caucasian","FALSE","midwest","1","Democrat","","","","","","","","","","","","","","","","","Rich","Born-again/Evangelical Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Rich","Catholic","White","Woman","36-50","College educated","Employed","Not a Union Member"
"R_exQpUlxMpHAnIBn",NA,NA,"TRUE","Female","Michigan","18-29","Some college","White/Caucasian","FALSE","midwest","4","Independent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_1zaO295XWey6L0V",NA,1,"TRUE","Female","Oregon","50+","Some college","White/Caucasian","FALSE","west","2","Democrat","","","","","","","","","","","","","","","","","Rich","Atheist or agnostic","White","Man","36-50","College Educated","Employed","Not a Union Member","Middle class","Other Protestant Christian","Black or African-American","Man","18-35","College educated","Employed","Union Member"
"R_e4l8Kn7Yty1fNnT",NA,1,"TRUE","Female","Tennessee","50+","Some college","White/Caucasian","FALSE","south","1","Democrat","","","","","","","","","","","","","","","","","Middle class","Born-again/Evangelical Christian","White","Man","36-50","College Educated","Employed","Not a Union Member","Poor","Other Protestant Christian","White","Man","18-35","College educated","Employed","Union Member"
"R_6FNlrnrsWReU1cV",NA,1,"FALSE","Male","Michigan","50+","Some college","White/Caucasian","FALSE","midwest","2","Democrat","","","","","","","","","","","","","","","","","Rich","Other Protestant Christian","White","Man","50+","College Educated","Employed","Not a Union Member","Middle class","Atheist or agnostic","White","Woman","36-50","College educated","Employed","Union Member"
